Name,Label
,Ses01M_script02_2_M035,ang
,Ses01M_script02_2_M036,xxx
,Ses01M_script02_2_M037,sad
,Ses01M_script02_2_M038,sad
,Ses01M_script02_2_M039,neu
,Ses01M_script02_2_M040,neu
,Ses01M_script02_2_M041,sad
,Ses01M_script02_2_M042,sad
,Ses01M_script02_2_M043,sad
,Ses01M_script02_2_M044,sad
,Ses01M_script02_2_M045,sad
,Ses01M_script02_2_M046,xxx
,Ses01M_script02_2_M047,xxx
,Ses01M_script02_2_M048,xxx
,Ses01M_script02_2_M049,hap
,Ses01M_script02_2_M050,neu
,Ses01M_script02_2_M051,neu
,Ses01M_script02_2_M052,hap
,Ses01M_script02_2_M053,hap
,Ses01M_script02_2_M054,neu
,Ses01F_script02_1_F000,neu
,Ses01F_script02_1_F001,fru
,Ses01F_script02_1_F002,xxx
,Ses01F_script02_1_F003,sur
,Ses01F_script02_1_F004,neu
,Ses01F_script02_1_F005,xxx
,Ses01F_script02_1_F006,ang
,Ses01F_script02_1_F007,ang
,Ses01F_script02_1_F008,neu
,Ses01F_script02_1_F009,hap
,Ses01F_script02_1_F010,sad
,Ses01F_script02_1_F011,xxx
,Ses01F_script02_1_F012,xxx
,Ses01F_script02_1_F013,xxx
,Ses01F_script02_1_F014,fru
,Ses01F_script02_1_F015,neu
,Ses01F_script02_1_F016,xxx
,Ses01F_script02_1_F017,fru
,Ses01F_script02_1_F018,xxx
,Ses01F_script02_1_F019,fru
,Ses01F_script02_1_F020,xxx
,Ses01F_script02_1_F021,fru
,Ses01F_script02_1_F022,xxx
,Ses01F_script02_1_F023,fru
,Ses01F_script02_1_F024,neu
,Ses01F_script02_1_F025,neu
,Ses01F_script02_1_M000,xxx
,Ses01F_script02_1_M001,xxx
,Ses01F_script02_1_M002,exc
,Ses01F_script02_1_M003,xxx
,Ses01F_script02_1_M004,xxx
,Ses01F_script02_1_M005,xxx
,Ses01F_script02_1_M006,xxx
,Ses01F_script02_1_M007,neu
,Ses01F_script02_1_M008,neu
,Ses01F_script02_1_M009,neu
,Ses01F_script02_1_M010,neu
,Ses01F_script02_1_M011,neu
,Ses01F_script02_1_M012,fru
,Ses01F_script02_1_M013,neu
,Ses01F_script02_1_M014,neu
,Ses01F_script02_1_M015,neu
,Ses01F_script02_1_M016,exc
,Ses01F_script02_1_M017,xxx
,Ses01F_script02_1_M018,fru
,Ses01F_script02_1_M019,xxx
,Ses01F_script02_1_M020,neu
,Ses01F_script02_1_M021,neu
,Ses01F_script02_1_M022,fru
,Ses01F_script02_1_M023,neu
,Ses01F_script02_1_M024,neu
,Ses01F_script02_1_M025,neu
,Ses01F_script02_1_M026,neu
,Ses01F_script02_1_M027,fru
,Ses01F_script02_1_M028,xxx
,Ses01F_script02_1_M029,neu
,Ses01F_script02_1_M030,sur
,Ses01F_script02_1_M031,neu
,Ses01F_script02_1_M032,neu
,Ses01F_script02_1_M033,neu
,Ses01F_script02_1_M034,neu
,Ses01F_script02_1_M035,exc
,Ses01F_script02_1_M036,hap
,Ses01F_script02_1_M037,xxx
,Ses01F_script02_1_M038,exc
,Ses01F_script02_1_M039,xxx
,Ses01F_script02_1_M040,exc
,Ses01F_script02_1_M041,xxx
,Ses01F_script02_1_M042,xxx
,Ses01F_script02_1_M043,hap
,Ses01F_script02_1_M044,hap
,Ses01M_impro05_F000,neu
,Ses01M_impro05_F001,neu
,Ses01M_impro05_F002,neu
,Ses01M_impro05_F003,neu
,Ses01M_impro05_F004,neu
,Ses01M_impro05_F005,neu
,Ses01M_impro05_F006,neu
,Ses01M_impro05_F007,neu
,Ses01M_impro05_F008,fru
,Ses01M_impro05_F009,xxx
,Ses01M_impro05_F010,xxx
,Ses01M_impro05_F011,neu
,Ses01M_impro05_F012,neu
,Ses01M_impro05_F013,neu
,Ses01M_impro05_F014,neu
,Ses01M_impro05_F015,neu
,Ses01M_impro05_F016,neu
,Ses01M_impro05_F017,neu
,Ses01M_impro05_F018,neu
,Ses01M_impro05_F019,neu
,Ses01M_impro05_F020,neu
,Ses01M_impro05_F021,neu
,Ses01M_impro05_F022,neu
,Ses01M_impro05_F023,neu
,Ses01M_impro05_F024,neu
,Ses01M_impro05_F025,neu
,Ses01M_impro05_F026,neu
,Ses01M_impro05_F027,neu
,Ses01M_impro05_F028,neu
,Ses01M_impro05_F029,neu
,Ses01M_impro05_F030,neu
,Ses01M_impro05_F031,neu
,Ses01M_impro05_F032,neu
,Ses01M_impro05_F033,neu
,Ses01M_impro05_F034,neu
,Ses01M_impro05_F035,fru
,Ses01M_impro05_F036,xxx
,Ses01M_impro05_F037,xxx
,Ses01M_impro05_M000,fru
,Ses01M_impro05_M001,fru
,Ses01M_impro05_M002,fru
,Ses01M_impro05_M003,xxx
,Ses01M_impro05_M004,ang
,Ses01M_impro05_M005,ang
,Ses01M_impro05_M006,ang
,Ses01M_impro05_M007,ang
,Ses01M_impro05_M008,ang
,Ses01M_impro05_M009,fru
,Ses01M_impro05_M010,fru
,Ses01M_impro05_M011,xxx
,Ses01M_impro05_M012,xxx
,Ses01M_impro05_M013,xxx
,Ses01M_impro05_M014,xxx
,Ses01M_impro05_M015,neu
,Ses01M_impro05_M016,xxx
,Ses01M_impro05_M017,xxx
,Ses01M_impro05_M018,fru
,Ses01M_impro05_M019,xxx
,Ses01M_impro05_M020,ang
,Ses01M_impro05_M021,ang
,Ses01M_impro05_M022,ang
,Ses01M_impro05_M023,ang
,Ses01M_impro05_M024,ang
,Ses01M_impro05_M025,ang
,Ses01M_impro05_M026,ang
,Ses01M_impro05_M027,ang
,Ses01M_impro05_M028,ang
,Ses01M_impro05_M029,xxx
,Ses01M_impro05_M030,fru
,Ses01M_impro05_M031,ang
,Ses01M_impro03_F000,xxx
,Ses01M_impro03_F001,sur
,Ses01M_impro03_F002,exc
,Ses01M_impro03_F003,exc
,Ses01M_impro03_F004,exc
,Ses01M_impro03_F005,exc
,Ses01M_impro03_F006,exc
,Ses01M_impro03_F007,exc
,Ses01M_impro03_F008,exc
,Ses01M_impro03_F009,exc
,Ses01M_impro03_F010,exc
,Ses01M_impro03_F011,exc
,Ses01M_impro03_F012,exc
,Ses01M_impro03_F013,exc
,Ses01M_impro03_F014,exc
,Ses01M_impro03_F015,exc
,Ses01M_impro03_F016,exc
,Ses01M_impro03_F017,neu
,Ses01M_impro03_F018,neu
,Ses01M_impro03_F019,exc
,Ses01M_impro03_F020,exc
,Ses01M_impro03_F021,neu
,Ses01M_impro03_F022,exc
,Ses01M_impro03_F023,exc
,Ses01M_impro03_F024,exc
,Ses01M_impro03_F025,exc
,Ses01M_impro03_F026,exc
,Ses01M_impro03_M000,exc
,Ses01M_impro03_M001,exc
,Ses01M_impro03_M002,xxx
,Ses01M_impro03_M003,neu
,Ses01M_impro03_M004,exc
,Ses01M_impro03_M005,exc
,Ses01M_impro03_M006,neu
,Ses01M_impro03_M007,exc
,Ses01M_impro03_M008,exc
,Ses01M_impro03_M009,xxx
,Ses01M_impro03_M010,exc
,Ses01M_impro03_M011,exc
,Ses01M_impro03_M012,exc
,Ses01M_impro03_M013,exc
,Ses01M_impro03_M014,neu
,Ses01M_impro03_M015,exc
,Ses01M_impro03_M016,exc
,Ses01M_impro03_M017,exc
,Ses01M_impro03_M018,neu
,Ses01M_impro03_M019,exc
,Ses01M_impro03_M020,exc
,Ses01M_impro03_M021,neu
,Ses01M_impro03_M022,exc
,Ses01M_impro03_M023,exc
,Ses01M_impro03_M024,exc
,Ses01M_impro03_M025,xxx
,Ses01M_script02_1_F000,xxx
,Ses01M_script02_1_F001,fru
,Ses01M_script02_1_F002,sur
,Ses01M_script02_1_F003,xxx
,Ses01M_script02_1_F004,xxx
,Ses01M_script02_1_F005,ang
,Ses01M_script02_1_F006,xxx
,Ses01M_script02_1_F007,neu
,Ses01M_script02_1_F008,neu
,Ses01M_script02_1_F009,hap
,Ses01M_script02_1_F010,fru
,Ses01M_script02_1_F011,fru
,Ses01M_script02_1_F012,fru
,Ses01M_script02_1_F013,fru
,Ses01M_script02_1_F014,ang
,Ses01M_script02_1_F015,xxx
,Ses01M_script02_1_F016,xxx
,Ses01M_script02_1_F017,ang
,Ses01M_script02_1_F018,fru
,Ses01M_script02_1_F019,fru
,Ses01M_script02_1_F020,fru
,Ses01M_script02_1_F021,ang
,Ses01M_script02_1_F022,ang
,Ses01M_script02_1_F023,ang
,Ses01M_script02_1_F024,xxx
,Ses01M_script02_1_M000,exc
,Ses01M_script02_1_M001,exc
,Ses01M_script02_1_M002,exc
,Ses01M_script02_1_M003,xxx
,Ses01M_script02_1_M004,exc
,Ses01M_script02_1_M005,exc
,Ses01M_script02_1_M006,xxx
,Ses01M_script02_1_M007,neu
,Ses01M_script02_1_M008,xxx
,Ses01M_script02_1_M009,neu
,Ses01M_script02_1_M010,neu
,Ses01M_script02_1_M011,neu
,Ses01M_script02_1_M012,xxx
,Ses01M_script02_1_M013,xxx
,Ses01M_script02_1_M014,exc
,Ses01M_script02_1_M015,xxx
,Ses01M_script02_1_M016,exc
,Ses01M_script02_1_M017,exc
,Ses01M_script02_1_M018,xxx
,Ses01M_script02_1_M019,xxx
,Ses01M_script02_1_M020,fru
,Ses01M_script02_1_M021,fru
,Ses01M_script02_1_M022,neu
,Ses01M_script02_1_M023,neu
,Ses01M_script02_1_M024,fru
,Ses01M_script02_1_M025,xxx
,Ses01M_script02_1_M026,fru
,Ses01M_script02_1_M027,fru
,Ses01M_script02_1_M028,ang
,Ses01M_script02_1_M029,xxx
,Ses01M_script02_1_M030,neu
,Ses01M_script02_1_M031,exc
,Ses01M_script02_1_M032,exc
,Ses01M_script02_1_M033,xxx
,Ses01M_script02_1_M034,fru
,Ses01M_script02_1_M035,fru
,Ses01M_script02_1_M036,fru
,Ses01M_script02_1_M037,neu
,Ses01M_script02_1_M038,xxx
,Ses01M_script02_1_M039,neu
,Ses01M_script02_1_M040,exc
,Ses01M_script02_1_M041,exc
,Ses01M_script02_1_M042,exc
,Ses01M_script02_1_M043,exc
,Ses01M_script02_1_M044,exc
,Ses01M_script02_1_M045,exc
,Ses01M_script02_1_M046,exc
,Ses01M_script01_1_F000,fru
,Ses01M_script01_1_F001,sur
,Ses01M_script01_1_F002,sur
,Ses01M_script01_1_F003,sur
,Ses01M_script01_1_F004,sad
,Ses01M_script01_1_F005,sad
